./test/DomContentHandlerTests.java,23,18,64
./main/CompositePropertySource.java,18,46,63
./main/SystemEnvironmentPropertySource.java,13,79,63
./test/ListBasedXMLEventReaderTests.java,23,19,63
./test/ResourcePropertySourceTests.java,17,22,63
./test/StaxUtilsTests.java,17,18,63
./test/PrioritizedParameterNameDiscovererTests.java,16,15,61
./main/AnnotationAwareOrderComparator.java,14,71,60
./test/DataBufferDecoderTests.java,19,18,60
./main/AttributeAccessorSupport.java,17,30,58
./test/PooledDataBufferTests.java,21,19,58
./test/FileCopyUtilsTests.java,12,21,57
./main/CollectionToCollectionConverter.java,16,29,56
./main/MergedAnnotationCollectors.java,22,74,56
./main/NullSafeComparator.java,19,58,56
./main/JOptCommandLinePropertySource.java,13,57,55
./main/MonoToListenableFutureAdapter.java,18,24,55
./main/ResourceEditor.java,18,66,55
./test/FileSystemUtilsTests.java,21,18,55
./test/ResourceEncoderTests.java,18,19,55
./main/ListenableFutureTask.java,15,34,54
./main/OrderUtils.java,15,65,54
./main/SimpleMethodMetadata.java,22,22,54
./test/ByteArrayDecoderTests.java,19,18,54
./test/ByteBufferDecoderTests.java,20,18,54
./test/CharSequenceEncoderTests.java,16,19,54
./test/FutureAdapterTests.java,16,18,54
./test/ResizableByteArrayOutputStreamTests.java,18,19,54
./main/AnnotationFilter.java,14,59,53
./.idea/workspace.xml,0,0,52
./main/ConvertingComparator.java,22,55,52
./main/ParameterizedTypeReference.java,18,42,52
./test/Base64UtilsTests.java,19,19,52
./test/ResourceArrayPropertyEditorTests.java,11,23,52
./main/InstanceFilter.java,18,56,51
./main/SynthesizingMethodParameter.java,17,79,50
./test/InstanceComparatorTests.java,22,20,50
./test/StaxResultTests.java,14,18,50
./main/Base64Utils.java,14,71,49
./test/PackagesAnnotationFilterTests.java,12,20,49
./main/PackagesAnnotationFilter.java,15,22,48
./test/ResourceUtilsTests.java,14,23,48
./main/PatternMatchUtils.java,9,38,47
./test/EncodedResourceTests.java,16,21,47
./test/InstanceFilterTests.java,12,18,45
./test/InvertibleComparatorTests.java,15,22,44
./test/OrderUtilsTests.java,17,19,44
./test/AnnotationMetadataReadingVisitorTests.java,9,20,43
./test/MethodMetadataReadingVisitorTests.java,9,20,43
